,index,domain,single_cluster_idx,complete_cluster_idx,average_cluster_idx,seqlen,scTM,scRMSD,pLDDT,pAE,pct_helix,pct_strand,pct_ss,pct_left_helix,task,motifRMSD
230,30,sample_36,28,28,28,80,0.626,5.041,0.514,14.307,0.613,0.0,0.613,0.0,1YCR,1.4711595
231,31,sample_37,29,29,29,62,0.67,7.459,0.726,10.63,0.484,0.0,0.484,0.0,1YCR,0.5504746
232,32,sample_38,94,30,30,59,0.59,3.975,0.784,6.167,0.678,0.0,0.678,0.0,1YCR,0.65285534
233,33,sample_39,30,31,31,54,0.281,9.285,0.531,11.792,0.352,0.0,0.352,0.0,1YCR,1.4575809
234,34,sample_4,31,32,32,57,0.86,1.728,0.764,5.156,0.596,0.0,0.596,0.0,1YCR,0.436648
235,35,sample_40,32,33,33,64,0.821,1.648,0.713,6.032,0.281,0.172,0.453,0.0,1YCR,1.3491614
236,36,sample_41,33,34,34,68,0.839,1.648,0.686,8.235,0.147,0.309,0.456,0.0,1YCR,2.920296
237,37,sample_42,34,35,35,76,0.775,2.786,0.712,7.676,0.303,0.171,0.474,0.0,1YCR,0.6167911
238,38,sample_43,35,36,36,86,0.779,2.548,0.645,9.668,0.709,0.0,0.709,0.0,1YCR,1.3268367
239,39,sample_44,36,37,37,75,0.851,2.27,0.819,4.681,0.533,0.0,0.533,0.0,1YCR,0.56303114
240,40,sample_45,94,38,96,66,0.719,2.356,0.803,9.646,0.833,0.0,0.833,0.0,1YCR,1.1628507
241,41,sample_46,37,39,38,76,0.809,2.068,0.823,4.142,0.263,0.224,0.487,0.0,1YCR,0.85086715
242,42,sample_47,38,40,39,42,0.811,1.089,0.781,5.494,0.167,0.262,0.429,0.0,1YCR,0.47774374
243,43,sample_48,39,41,40,59,0.642,2.524,0.641,8.835,0.78,0.0,0.78,0.0,1YCR,1.0827363
244,44,sample_49,40,42,41,54,0.726,1.923,0.598,10.298,0.296,0.111,0.407,0.0,1YCR,0.34211403
245,45,sample_5,41,43,42,66,0.394,8.99,0.666,12.393,0.803,0.0,0.803,0.0,1YCR,1.2717788
246,46,sample_50,42,44,43,44,0.519,2.17,0.792,7.455,0.727,0.0,0.727,0.0,1YCR,0.53349346
247,47,sample_51,43,45,44,47,0.454,5.06,0.772,6.341,0.596,0.0,0.596,0.0,1YCR,1.3449241
248,48,sample_52,44,46,45,47,0.56,2.553,0.654,8.979,0.106,0.106,0.213,0.0,1YCR,0.48785815
249,49,sample_53,45,47,46,49,0.81,2.37,0.755,12.855,0.714,0.0,0.714,0.0,1YCR,0.50144696
250,50,sample_54,46,48,47,49,0.477,3.486,0.828,5.148,0.755,0.0,0.755,0.0,1YCR,0.6947425
251,51,sample_55,47,49,48,53,0.306,8.927,0.708,13.847,0.642,0.0,0.642,0.0,1YCR,1.3543019
252,52,sample_56,48,50,49,68,0.382,8.864,0.481,17.059,0.132,0.074,0.206,0.0,1YCR,0.7864641
253,53,sample_57,49,51,50,72,0.91,1.194,0.881,3.004,0.681,0.0,0.681,0.0,1YCR,1.0412531
254,54,sample_58,50,52,51,56,0.936,0.673,0.891,2.52,0.768,0.0,0.768,0.0,1YCR,0.438453
255,55,sample_59,94,96,96,65,0.76,1.873,0.804,5.706,0.862,0.0,0.862,0.0,1YCR,1.3343636
256,56,sample_6,51,53,52,57,0.637,2.334,0.644,8.911,0.614,0.0,0.614,0.0,1YCR,0.8688561
257,57,sample_60,52,54,53,51,0.649,4.941,0.707,10.512,0.549,0.0,0.549,0.0,1YCR,1.4906818
258,58,sample_61,53,55,54,52,0.841,1.156,0.769,5.379,0.25,0.327,0.577,0.0,1YCR,0.45502523
259,59,sample_62,54,56,55,52,0.631,4.471,0.837,9.279,0.635,0.0,0.635,0.0,1YCR,0.9434169
260,60,sample_63,55,57,56,40,0.791,1.202,0.788,3.769,0.65,0.0,0.65,0.0,1YCR,0.5011781
261,61,sample_64,56,58,57,43,0.56,2.373,0.643,9.496,0.302,0.302,0.605,0.0,1YCR,1.1558291
262,62,sample_65,57,59,58,60,0.883,1.048,0.905,1.971,0.683,0.0,0.683,0.0,1YCR,0.82079524
263,63,sample_66,58,60,59,48,0.764,1.47,0.809,4.445,0.292,0.229,0.521,0.0,1YCR,1.3200319
264,64,sample_67,59,61,60,77,0.667,2.834,0.599,11.866,0.364,0.234,0.597,0.0,1YCR,0.49444795
265,65,sample_68,60,62,61,49,0.71,1.635,0.575,9.962,0.122,0.265,0.388,0.0,1YCR,1.0432277
266,66,sample_69,61,63,62,49,0.695,1.785,0.707,7.949,0.714,0.0,0.714,0.0,1YCR,0.44962716
267,67,sample_7,62,64,63,69,0.568,3.291,0.669,10.99,0.551,0.072,0.623,0.0,1YCR,0.48674798
268,68,sample_70,63,65,64,52,0.726,1.616,0.736,4.736,0.654,0.0,0.654,0.0,1YCR,0.71235317
269,69,sample_71,64,66,65,69,0.774,3.133,0.801,4.354,0.594,0.0,0.594,0.0,1YCR,1.062081
270,70,sample_72,65,67,66,48,0.872,1.153,0.873,3.736,0.5,0.0,0.5,0.0,1YCR,0.33019984
271,71,sample_73,66,68,67,47,0.405,8.198,0.706,13.694,0.511,0.0,0.511,0.0,1YCR,1.3615383
272,72,sample_74,95,97,95,65,0.854,1.348,0.855,2.934,0.738,0.0,0.738,0.0,1YCR,0.4673103
273,73,sample_75,67,69,68,62,0.441,4.439,0.46,12.599,0.0,0.194,0.194,0.0,1YCR,1.8914809
274,74,sample_76,68,70,69,83,0.453,9.9,0.448,16.306,0.386,0.048,0.434,0.0,1YCR,1.2836542
275,75,sample_77,69,71,70,54,0.652,2.959,0.808,8.654,0.87,0.0,0.87,0.0,1YCR,1.1655738
276,76,sample_78,70,72,71,45,0.906,0.79,0.895,2.586,0.689,0.0,0.689,0.0,1YCR,0.393918
277,77,sample_79,71,73,72,63,0.88,1.075,0.793,4.743,0.175,0.381,0.556,0.0,1YCR,0.8586164
278,78,sample_8,72,74,73,46,0.617,3.318,0.774,6.483,0.783,0.0,0.783,0.0,1YCR,0.6927427
279,79,sample_80,73,75,74,84,0.328,9.301,0.415,16.133,0.214,0.0,0.214,0.0,1YCR,1.4882725
280,80,sample_81,74,76,75,60,0.23,11.526,0.441,19.797,0.0,0.0,0.0,0.0,1YCR,3.1503634
281,81,sample_82,75,77,76,65,0.917,0.849,0.829,3.69,0.723,0.0,0.723,0.0,1YCR,0.5589165
282,82,sample_83,76,78,77,55,0.596,3.665,0.631,8.189,0.091,0.291,0.382,0.0,1YCR,0.85384953
283,83,sample_84,77,79,78,68,0.568,3.537,0.704,7.551,0.132,0.279,0.412,0.0,1YCR,2.5054145
284,84,sample_85,78,80,79,46,0.827,1.126,0.884,2.716,0.783,0.0,0.783,0.0,1YCR,0.41510174
285,85,sample_86,79,81,80,62,0.48,3.974,0.623,8.835,0.468,0.129,0.597,0.0,1YCR,0.6371506
286,86,sample_87,80,82,81,73,0.729,4.021,0.798,7.321,0.534,0.0,0.534,0.0,1YCR,0.43319336
287,87,sample_88,81,83,82,66,0.636,3.403,0.877,3.908,0.773,0.0,0.773,0.0,1YCR,1.312433
288,88,sample_89,82,84,83,53,0.783,1.565,0.697,8.241,0.717,0.0,0.717,0.0,1YCR,0.6489762
289,89,sample_9,83,85,84,78,0.409,6.109,0.419,15.61,0.282,0.0,0.282,0.0,1YCR,0.8253148
290,90,sample_90,84,86,85,54,0.676,2.727,0.695,7.189,0.778,0.0,0.778,0.0,1YCR,1.251591
291,91,sample_91,85,87,86,63,0.866,1.167,0.748,5.959,0.73,0.0,0.73,0.0,1YCR,1.2273097
292,92,sample_92,86,88,87,51,0.671,1.948,0.795,5.385,0.667,0.0,0.667,0.0,1YCR,0.9132067
293,93,sample_93,87,89,88,55,0.827,2.238,0.737,5.71,0.673,0.0,0.673,0.0,1YCR,0.73716193
294,94,sample_94,88,90,89,43,0.644,2.091,0.644,9.057,0.698,0.0,0.698,0.0,1YCR,0.46961513
295,95,sample_95,89,91,90,71,0.924,0.866,0.835,3.645,0.268,0.141,0.408,0.0,1YCR,0.44018424
296,96,sample_96,90,92,91,61,0.476,5.288,0.541,11.879,0.557,0.0,0.557,0.0,1YCR,3.0016773
297,97,sample_97,91,93,92,48,0.851,1.968,0.8,4.275,0.75,0.0,0.75,0.0,1YCR,0.4568776
298,98,sample_98,92,94,93,52,0.896,0.858,0.854,2.999,0.635,0.0,0.635,0.0,1YCR,0.70079356
299,99,sample_99,93,95,94,68,0.267,12.255,0.565,20.623,0.382,0.059,0.441,0.0,1YCR,1.1748028
300,0,sample_96,0,0,0,60,0.833,1.332,0.71,6.488,0.25,0.1,0.35,0.0,7MRX_60,1.1770092
301,1,sample_3,1,1,1,60,0.497,4.431,0.551,11.147,0.483,0.0,0.483,0.0,7MRX_60,1.2072159
302,2,sample_79,2,2,2,60,0.33,8.829,0.623,11.728,0.517,0.0,0.517,0.0,7MRX_60,4.598478
303,3,sample_94,3,3,3,60,0.546,4.296,0.599,10.81,0.15,0.333,0.483,0.0,7MRX_60,1.5644634
304,4,sample_38,4,4,4,60,0.617,2.774,0.535,11.516,0.133,0.15,0.283,0.0,7MRX_60,1.3820354
305,5,sample_56,5,5,5,60,0.331,6.522,0.515,14.65,0.367,0.0,0.367,0.0,7MRX_60,3.6266243
306,6,sample_17,6,6,6,60,0.772,1.614,0.673,7.382,0.433,0.0,0.433,0.0,7MRX_60,0.6316795
307,7,sample_83,7,7,7,60,0.498,8.918,0.604,11.172,0.4,0.0,0.4,0.0,7MRX_60,1.8142908
308,8,sample_70,8,8,8,60,0.528,6.097,0.62,13.107,0.583,0.0,0.583,0.0,7MRX_60,2.6489832
309,9,sample_25,9,9,9,60,0.334,5.853,0.707,9.144,0.55,0.0,0.55,0.0,7MRX_60,2.8911197
310,10,sample_65,10,10,10,60,0.823,1.524,0.846,3.726,0.217,0.133,0.35,0.0,7MRX_60,0.51764995
311,11,sample_9,95,96,96,60,0.347,8.03,0.616,11.222,0.567,0.0,0.567,0.0,7MRX_60,2.0563684
312,12,sample_51,11,11,11,60,0.498,4.923,0.576,11.801,0.45,0.0,0.45,0.0,7MRX_60,2.1900847
313,13,sample_5,12,12,12,60,0.459,5.775,0.64,12.812,0.4,0.0,0.4,0.0,7MRX_60,2.1188762
314,14,sample_52,13,13,13,60,0.558,4.912,0.621,10.75,0.533,0.0,0.533,0.0,7MRX_60,3.258241
315,15,sample_77,96,97,97,60,0.882,0.998,0.889,2.505,0.6,0.0,0.6,0.0,7MRX_60,0.85888237
316,16,sample_28,14,14,14,60,0.564,3.451,0.612,10.287,0.4,0.067,0.467,0.0,7MRX_60,1.0382994
317,17,sample_54,15,15,15,60,0.452,5.338,0.598,11.075,0.517,0.0,0.517,0.0,7MRX_60,2.9622161
318,18,sample_31,16,16,16,60,0.785,2.025,0.643,8.121,0.467,0.0,0.467,0.0,7MRX_60,0.9088373
319,19,sample_39,17,17,17,60,0.41,8.938,0.583,12.808,0.45,0.0,0.45,0.0,7MRX_60,2.613349
320,20,sample_33,18,18,18,60,0.449,5.37,0.664,14.426,0.583,0.0,0.583,0.0,7MRX_60,2.7225068
321,21,sample_69,19,19,19,60,0.259,10.618,0.516,11.125,0.3,0.0,0.3,0.0,7MRX_60,3.661676
322,22,sample_85,20,20,20,60,0.356,7.405,0.612,10.587,0.583,0.0,0.583,0.0,7MRX_60,3.0254104
323,23,sample_36,21,21,21,60,0.823,1.501,0.631,7.945,0.433,0.0,0.433,0.0,7MRX_60,1.0454018
324,24,sample_74,22,22,22,60,0.425,6.868,0.571,11.312,0.45,0.0,0.45,0.0,7MRX_60,2.6023228
325,25,sample_12,23,23,23,60,0.899,1.078,0.688,8.392,0.133,0.233,0.367,0.0,7MRX_60,0.61669844
326,26,sample_75,24,24,24,60,0.201,10.603,0.401,15.27,0.0,0.083,0.083,0.0,7MRX_60,5.2042804
327,27,sample_18,25,25,25,60,0.569,3.34,0.554,10.789,0.217,0.183,0.4,0.0,7MRX_60,2.9804702
328,28,sample_42,26,26,26,60,0.781,2.017,0.713,5.723,0.283,0.183,0.467,0.0,7MRX_60,1.7280482
329,29,sample_55,27,27,27,60,0.797,2.293,0.616,8.986,0.15,0.233,0.383,0.0,7MRX_60,1.4668057
330,30,sample_22,28,28,28,60,0.35,9.614,0.537,12.062,0.483,0.0,0.483,0.0,7MRX_60,2.773663
331,31,sample_4,29,29,29,60,0.348,7.147,0.589,10.303,0.483,0.0,0.483,0.0,7MRX_60,1.8944585
332,32,sample_87,30,30,30,60,0.404,6.202,0.569,16.634,0.317,0.0,0.317,0.0,7MRX_60,2.6996477
333,33,sample_30,31,31,31,60,0.718,2.775,0.715,7.248,0.383,0.167,0.55,0.0,7MRX_60,2.1196213
334,34,sample_1,32,32,32,60,0.656,3.055,0.662,9.176,0.15,0.217,0.367,0.0,7MRX_60,2.0514252
335,35,sample_89,33,33,33,60,0.471,6.714,0.588,10.028,0.45,0.0,0.45,0.0,7MRX_60,1.5040835
336,36,sample_49,34,34,34,60,0.619,2.774,0.603,10.009,0.433,0.0,0.433,0.0,7MRX_60,1.4936287
337,37,sample_59,35,35,35,60,0.645,3.35,0.524,12.784,0.367,0.0,0.367,0.0,7MRX_60,1.9149477
338,38,sample_24,36,36,36,60,0.458,6.275,0.571,12.005,0.433,0.0,0.433,0.0,7MRX_60,2.8839266
339,39,sample_20,37,37,37,60,0.484,5.621,0.604,13.786,0.433,0.0,0.433,0.0,7MRX_60,2.8847322
340,40,sample_34,38,38,38,60,0.596,3.647,0.628,11.915,0.333,0.1,0.433,0.0,7MRX_60,1.002189
341,41,sample_44,39,39,39,60,0.32,7.055,0.602,10.708,0.333,0.067,0.4,0.0,7MRX_60,3.0596685
342,42,sample_13,40,40,40,60,0.479,5.761,0.583,13.734,0.35,0.133,0.483,0.0,7MRX_60,4.479113
343,43,sample_2,41,41,41,60,0.385,6.634,0.688,9.634,0.483,0.0,0.483,0.0,7MRX_60,2.1046538
344,44,sample_82,42,42,42,60,0.575,5.183,0.619,9.712,0.45,0.0,0.45,0.0,7MRX_60,2.4494495
345,45,sample_11,95,96,96,60,0.86,1.211,0.712,5.589,0.6,0.0,0.6,0.0,7MRX_60,1.3375616
346,46,sample_99,43,43,43,60,0.273,8.137,0.456,14.77,0.15,0.0,0.15,0.0,7MRX_60,3.7215846
347,47,sample_73,44,44,44,60,0.671,2.819,0.571,10.653,0.15,0.067,0.217,0.0,7MRX_60,1.0824896
348,48,sample_63,45,45,45,60,0.449,4.908,0.608,9.832,0.317,0.0,0.317,0.0,7MRX_60,3.0699394
349,49,sample_62,46,46,46,60,0.611,3.395,0.616,13.319,0.55,0.0,0.55,0.0,7MRX_60,1.9084542
350,50,sample_14,47,47,47,60,0.713,3.036,0.692,6.104,0.5,0.0,0.5,0.0,7MRX_60,0.885639
351,51,sample_23,48,48,48,60,0.523,4.904,0.754,6.734,0.633,0.0,0.633,0.0,7MRX_60,2.1427252
352,52,sample_40,49,49,49,60,0.268,9.636,0.502,14.8,0.25,0.067,0.317,0.0,7MRX_60,3.6430392
353,53,sample_78,50,50,50,60,0.882,1.073,0.835,3.077,0.317,0.133,0.45,0.0,7MRX_60,0.6545377
354,54,sample_32,51,51,51,60,0.648,2.876,0.636,10.659,0.15,0.167,0.317,0.0,7MRX_60,1.4705843
355,55,sample_81,52,52,52,60,0.332,7.352,0.492,12.06,0.2,0.083,0.283,0.0,7MRX_60,3.6953785
356,56,sample_37,53,53,53,60,0.252,10.512,0.44,14.618,0.133,0.0,0.133,0.0,7MRX_60,3.0279613
357,57,sample_92,54,54,54,60,0.796,1.734,0.711,9.03,0.417,0.0,0.417,0.0,7MRX_60,1.6816744
358,58,sample_26,55,55,55,60,0.546,3.746,0.736,5.594,0.467,0.0,0.467,0.0,7MRX_60,0.5045546
359,59,sample_0,56,56,56,60,0.837,1.416,0.733,6.435,0.133,0.133,0.267,0.0,7MRX_60,0.975527
360,60,sample_57,57,57,57,60,0.79,1.814,0.712,7.366,0.433,0.0,0.433,0.0,7MRX_60,1.4022733
361,61,sample_80,58,58,58,60,0.343,9.048,0.677,10.01,0.6,0.0,0.6,0.0,7MRX_60,3.2858539
362,62,sample_68,59,59,59,60,0.708,2.77,0.674,11.095,0.6,0.0,0.6,0.0,7MRX_60,2.06449
363,63,sample_7,60,60,60,60,0.555,5.704,0.622,9.46,0.483,0.0,0.483,0.0,7MRX_60,3.0662348
364,64,sample_46,61,61,61,60,0.272,7.496,0.499,12.447,0.133,0.0,0.133,0.0,7MRX_60,2.906017
365,65,sample_95,62,62,62,60,0.906,0.908,0.803,3.886,0.133,0.067,0.2,0.0,7MRX_60,0.7142197
366,66,sample_60,63,63,63,60,0.642,3.485,0.706,7.571,0.35,0.2,0.55,0.0,7MRX_60,4.5390606
367,67,sample_8,64,64,64,60,0.36,8.574,0.505,12.942,0.317,0.0,0.317,0.0,7MRX_60,1.6988564
368,68,sample_16,65,65,65,60,0.924,0.907,0.813,4.418,0.5,0.0,0.5,0.0,7MRX_60,0.61408544
369,69,sample_27,66,66,66,60,0.426,9.788,0.719,7.034,0.7,0.0,0.7,0.0,7MRX_60,7.367759
370,70,sample_64,67,67,67,60,0.389,7.539,0.532,12.097,0.25,0.0,0.25,0.0,7MRX_60,2.3809328
371,71,sample_10,68,68,68,60,0.577,4.126,0.534,11.653,0.15,0.167,0.317,0.0,7MRX_60,2.1379948
372,72,sample_15,69,69,69,60,0.324,6.891,0.476,14.929,0.15,0.0,0.15,0.0,7MRX_60,2.212692
373,73,sample_47,70,70,70,60,0.891,1.322,0.864,3.06,0.617,0.0,0.617,0.0,7MRX_60,0.5239397
374,74,sample_48,71,71,71,60,0.313,9.066,0.512,15.765,0.367,0.0,0.367,0.0,7MRX_60,2.9921863
375,75,sample_88,72,72,72,60,0.673,2.255,0.711,5.562,0.4,0.0,0.4,0.0,7MRX_60,1.3234183
376,76,sample_72,73,73,73,60,0.327,7.162,0.48,13.158,0.35,0.0,0.35,0.0,7MRX_60,3.2622006
377,77,sample_71,74,74,74,60,0.796,1.434,0.685,10.136,0.3,0.233,0.533,0.0,7MRX_60,1.1685042
378,78,sample_6,75,75,75,60,0.405,5.853,0.486,12.992,0.133,0.267,0.4,0.0,7MRX_60,3.6469238
379,79,sample_86,76,76,76,60,0.562,3.432,0.666,8.835,0.567,0.0,0.567,0.0,7MRX_60,1.5840547
380,80,sample_29,77,77,77,60,0.679,2.418,0.699,8.641,0.567,0.0,0.567,0.0,7MRX_60,1.5634255
381,81,sample_50,78,78,78,60,0.369,7.093,0.454,14.424,0.217,0.067,0.283,0.0,7MRX_60,5.3064675
382,82,sample_67,96,79,79,60,0.871,1.766,0.856,3.161,0.483,0.0,0.483,0.0,7MRX_60,0.40987885
383,83,sample_35,79,80,80,60,0.333,6.542,0.564,12.95,0.217,0.133,0.35,0.0,7MRX_60,1.7868389
384,84,sample_61,80,81,81,60,0.716,3.06,0.684,8.931,0.617,0.0,0.617,0.0,7MRX_60,3.9465263
385,85,sample_43,81,82,82,60,0.701,2.739,0.748,5.381,0.467,0.0,0.467,0.0,7MRX_60,1.1901357
386,86,sample_53,82,83,83,60,0.895,0.96,0.861,3.44,0.133,0.267,0.4,0.0,7MRX_60,1.0675503
387,87,sample_41,83,84,84,60,0.717,2.19,0.828,3.661,0.617,0.0,0.617,0.0,7MRX_60,0.9919531
388,88,sample_76,84,85,85,60,0.809,1.497,0.842,4.067,0.133,0.167,0.3,0.0,7MRX_60,0.6325938
389,89,sample_58,85,86,86,60,0.719,2.43,0.672,10.697,0.65,0.0,0.65,0.0,7MRX_60,2.5298197
390,90,sample_66,86,87,87,60,0.495,14.16,0.733,12.858,0.383,0.0,0.383,0.0,7MRX_60,4.394651
391,91,sample_91,87,88,88,60,0.574,7.945,0.667,8.326,0.15,0.267,0.417,0.0,7MRX_60,2.1955383
392,92,sample_98,88,89,89,60,0.629,5.48,0.729,9.245,0.617,0.0,0.617,0.0,7MRX_60,1.4167503
393,93,sample_19,89,90,90,60,0.601,3.224,0.763,6.593,0.75,0.0,0.75,0.0,7MRX_60,2.5910068
394,94,sample_84,90,91,91,60,0.272,8.118,0.544,11.582,0.4,0.0,0.4,0.0,7MRX_60,5.2630024
395,95,sample_45,91,92,92,60,0.843,1.375,0.725,5.324,0.3,0.15,0.45,0.0,7MRX_60,0.7617328
396,96,sample_21,92,93,93,60,0.357,6.084,0.491,13.779,0.15,0.167,0.317,0.0,7MRX_60,3.6606333
397,97,sample_93,96,97,97,60,0.916,0.844,0.708,7.075,0.6,0.0,0.6,0.0,7MRX_60,0.59567213
398,98,sample_97,93,94,94,60,0.378,4.842,0.517,14.43,0.167,0.083,0.25,0.0,7MRX_60,3.2593443
399,99,sample_90,94,95,95,60,0.574,3.67,0.819,4.921,0.633,0.0,0.633,0.0,7MRX_60,2.107095
400,0,sample_0,0,0,0,85,0.681,3.542,0.697,10.051,0.635,0.0,0.635,0.0,7MRX_85,2.5379338
401,1,sample_1,1,1,1,85,0.442,5.808,0.467,14.188,0.376,0.047,0.424,0.0,7MRX_85,3.232085
402,2,sample_10,2,2,2,85,0.416,8.949,0.575,10.542,0.494,0.0,0.494,0.0,7MRX_85,2.5044346
403,3,sample_11,3,3,3,85,0.87,1.719,0.731,7.741,0.494,0.094,0.588,0.0,7MRX_85,1.6788855
404,4,sample_12,4,4,4,85,0.742,2.305,0.735,6.626,0.412,0.106,0.518,0.0,7MRX_85,1.962527
405,5,sample_13,5,5,5,85,0.558,4.603,0.491,15.508,0.294,0.047,0.341,0.0,7MRX_85,2.1741803
406,6,sample_14,6,6,6,85,0.399,6.295,0.434,14.238,0.188,0.118,0.306,0.0,7MRX_85,2.9305546
407,7,sample_15,7,7,7,85,0.673,4.329,0.564,12.38,0.353,0.129,0.482,0.0,7MRX_85,2.212275
408,8,sample_16,8,8,8,85,0.515,11.721,0.607,12.408,0.541,0.118,0.659,0.0,7MRX_85,7.743975
409,9,sample_17,9,9,9,85,0.253,9.943,0.463,18.92,0.294,0.0,0.294,0.0,7MRX_85,3.0815947
410,10,sample_18,10,10,10,85,0.777,2.462,0.793,5.58,0.318,0.165,0.482,0.0,7MRX_85,1.3353199
411,11,sample_19,11,11,11,85,0.661,3.997,0.697,10.459,0.541,0.0,0.541,0.0,7MRX_85,2.0183864
412,12,sample_2,12,12,12,85,0.423,9.46,0.47,15.33,0.247,0.0,0.247,0.0,7MRX_85,5.461682
413,13,sample_20,13,13,13,85,0.237,10.104,0.479,18.542,0.2,0.0,0.2,0.0,7MRX_85,2.2978213
414,14,sample_21,14,14,14,85,0.676,3.249,0.697,8.887,0.694,0.0,0.694,0.0,7MRX_85,4.5818663
415,15,sample_22,15,15,15,85,0.744,4.631,0.634,9.815,0.271,0.188,0.459,0.0,7MRX_85,2.2946653
416,16,sample_23,16,16,16,85,0.803,2.047,0.847,3.949,0.647,0.0,0.647,0.0,7MRX_85,2.1632483
417,17,sample_24,17,17,17,85,0.679,3.211,0.529,12.448,0.459,0.0,0.459,0.0,7MRX_85,2.342098
418,18,sample_25,18,18,18,85,0.399,8.908,0.478,14.276,0.376,0.047,0.424,0.0,7MRX_85,1.828356
419,19,sample_26,19,19,19,85,0.769,4.308,0.662,8.273,0.541,0.0,0.541,0.0,7MRX_85,0.6726276
420,20,sample_27,20,20,20,85,0.835,1.694,0.667,7.677,0.094,0.318,0.412,0.0,7MRX_85,0.73780406
421,21,sample_28,21,21,21,85,0.54,6.363,0.475,14.246,0.165,0.094,0.259,0.0,7MRX_85,0.8777781
422,22,sample_29,22,22,22,85,0.41,7.01,0.584,11.056,0.376,0.165,0.541,0.0,7MRX_85,2.8915489
423,23,sample_3,23,23,23,85,0.827,1.95,0.658,7.918,0.318,0.106,0.424,0.0,7MRX_85,0.6418992
424,24,sample_30,24,24,24,85,0.658,3.227,0.508,12.607,0.106,0.318,0.424,0.0,7MRX_85,0.72081125
425,25,sample_31,25,25,25,85,0.616,3.66,0.511,14.023,0.165,0.2,0.365,0.0,7MRX_85,2.3735723
426,26,sample_32,26,26,26,85,0.504,6.651,0.621,9.965,0.235,0.047,0.282,0.0,7MRX_85,2.6500528
427,27,sample_33,27,27,27,85,0.877,1.346,0.825,4.619,0.424,0.129,0.553,0.0,7MRX_85,0.660373
428,28,sample_34,28,28,28,85,0.562,6.562,0.547,15.385,0.482,0.0,0.482,0.0,7MRX_85,1.7179631
429,29,sample_35,29,29,29,85,0.661,3.272,0.686,7.872,0.212,0.212,0.424,0.0,7MRX_85,4.63785
430,30,sample_36,30,30,30,85,0.803,2.116,0.628,11.903,0.588,0.0,0.588,0.0,7MRX_85,4.775359
431,31,sample_37,31,31,31,85,0.502,6.948,0.528,13.1,0.376,0.0,0.376,0.0,7MRX_85,1.903971
432,32,sample_38,32,32,32,85,0.524,4.595,0.649,12.83,0.706,0.0,0.706,0.0,7MRX_85,2.4369628
433,33,sample_39,33,33,33,85,0.806,2.201,0.667,11.663,0.424,0.141,0.565,0.0,7MRX_85,2.2516782
434,34,sample_4,34,34,34,85,0.535,5.362,0.499,13.094,0.247,0.212,0.459,0.0,7MRX_85,2.521515
435,35,sample_40,35,35,35,85,0.723,2.629,0.737,6.588,0.353,0.047,0.4,0.0,7MRX_85,1.4146814
436,36,sample_41,36,36,36,85,0.672,4.443,0.617,11.037,0.388,0.059,0.447,0.0,7MRX_85,1.7570972
437,37,sample_42,37,37,37,85,0.482,8.145,0.516,14.767,0.2,0.129,0.329,0.0,7MRX_85,2.1594825
438,38,sample_43,38,38,38,85,0.69,3.396,0.703,8.323,0.282,0.235,0.518,0.0,7MRX_85,1.2210841
439,39,sample_44,39,39,39,85,0.299,9.9,0.584,11.745,0.588,0.0,0.588,0.0,7MRX_85,3.1726713
440,40,sample_45,40,40,40,85,0.679,3.165,0.607,10.739,0.388,0.0,0.388,0.0,7MRX_85,1.8252482
441,41,sample_46,41,41,41,85,0.556,4.151,0.534,12.275,0.224,0.176,0.4,0.0,7MRX_85,2.4121535
442,42,sample_47,42,42,42,85,0.758,2.67,0.721,9.943,0.353,0.106,0.459,0.0,7MRX_85,2.6646323
443,43,sample_48,43,43,43,85,0.555,5.197,0.691,8.764,0.659,0.0,0.659,0.0,7MRX_85,2.3918169
444,44,sample_49,44,44,44,85,0.275,12.016,0.428,17.694,0.365,0.0,0.365,0.0,7MRX_85,3.2924829
445,45,sample_5,45,45,45,85,0.658,3.445,0.517,14.439,0.153,0.153,0.306,0.0,7MRX_85,1.1081656
446,46,sample_50,46,46,46,85,0.75,3.033,0.577,13.454,0.541,0.0,0.541,0.0,7MRX_85,1.025945
447,47,sample_51,47,47,47,85,0.501,6.05,0.687,7.942,0.541,0.0,0.541,0.0,7MRX_85,2.0139425
448,48,sample_52,48,48,48,85,0.662,4.669,0.625,10.707,0.247,0.094,0.341,0.0,7MRX_85,1.0619524
449,49,sample_53,49,49,49,85,0.715,3.4,0.584,10.241,0.094,0.071,0.165,0.0,7MRX_85,1.8308022
450,50,sample_54,50,50,50,85,0.436,6.851,0.57,12.57,0.212,0.188,0.4,0.0,7MRX_85,2.242608
451,51,sample_55,51,51,51,85,0.492,6.38,0.542,10.735,0.235,0.141,0.376,0.0,7MRX_85,3.4979675
452,52,sample_56,52,52,52,85,0.713,3.077,0.677,9.185,0.259,0.082,0.341,0.0,7MRX_85,2.9476573
453,53,sample_57,53,53,53,85,0.318,8.701,0.502,16.128,0.294,0.082,0.376,0.0,7MRX_85,3.009746
454,54,sample_58,54,54,54,85,0.557,5.18,0.709,7.757,0.329,0.224,0.553,0.0,7MRX_85,3.005672
455,55,sample_59,55,55,55,85,0.719,2.681,0.553,12.636,0.388,0.0,0.388,0.0,7MRX_85,1.3596165
456,56,sample_6,56,56,56,85,0.656,3.914,0.726,7.315,0.424,0.0,0.424,0.0,7MRX_85,1.3709141
